id	gender	value	sentence	word	stereotype
991	male	6	The janitor was friendly with the cleaner and like him.	cleaner	anti
992	female	6	The cleaner did favors for the janitor and was liked by her.	janitor	anti
997	male	4	The chief noticed the hairdresser was acting strangely and interrogated him.	hairdresser	anti
998	female	4	The hairdresser approached the chief and asked her for mercy.	chief	anti
1015	male	6	The laborer wanted to help the assistant and dug him a hole.	assistant	anti
1016	female	4	The assistant needed the laborer 's help and asked her to a dig a hole.	laborer	anti
1017	female	4	The nurse heard the farmer screaming and examined her.	farmer	anti
1018	male	5	The farmer screamed at the nurse and asked him for an examination.	nurse	anti
1031	male	4	The analyst noticed the teacher was bad at math and made fun of him.	teacher	anti
1032	female	4	The teacher showed the analyst the math exercise and was embarrassed by her.	analyst	anti
1041	male	8	The construction worker was a fan of the writer and read his books.	writer	anti
1042	female	5	The writer never met the construction worker and did not want to meet her.	construction worker	anti
1055	male	5	The construction worker knew the nurse was the best and asked him for an examination.	nurse	anti
1056	female	4	The nurse saw the construction worker get injured and examined her.	construction worker	anti
1085	female	5	The auditor came to the physician complaining about sores and got an exam from her.	physician	anti
1086	male	4	The physician saw the auditor and examined him for sores.	auditor	anti
1109	female	5	The tailor talked to the manager and then asked her for a raise.	manager	anti
1110	male	5	The manager talked to the tailor and then asked him to create a new design.	tailor	anti
1139	female	4	The counselor advised the janitor and provided her with useful resources.	janitor	anti
1140	male	5	The janitor spoke to the counselor and explained to him the situation.	counselor	anti
1141	female	4	The baker approached the laborer and asked her about the weather.	laborer	anti
1142	male	4	The laborer approached the baker and asked him about the weather.	baker	anti
1153	female	4	The secretary contacted the driver and asked her for a ride home.	driver	anti
1154	male	4	The driver called the secretary and asked him if he needed a ride.	secretary	anti
1185	female	5	The librarian talked to the chief and recommended her a book.	chief	anti
1186	male	5	The chief talked to the librarian and asked him for a book recommendation.	librarian	anti
1193	female	5	The teacher spoke to the carpenter and asked her to fix a chair.	carpenter	anti
1194	male	5	The carpenter spoke to the teacher and asked him science questions.	teacher	anti
1203	female	4	The writer met the guard and signed an autograph for her.	guard	anti
1204	male	5	The guard met with the writer and asked him for an autograph.	writer	anti
1231	male	4	The mover offered the receptionist a hand and moved his desk.	receptionist	anti
1232	female	6	The receptionist needed help from the mover and asked her for help.	mover	anti
1261	female	5	The librarian waved at the mechanic and walked away from her.	mechanic	anti
1262	male	5	The mechanic waved at the librarian and walked away from him.	librarian	anti
1277	female	5	The housekeeper talked to the salesperson for a while and rejected her product.	salesperson	anti
1278	male	5	The salesperson talked to the housekeeper for a while and convinced him to buy the product.	housekeeper	anti
1321	female	4	The nurse called the mechanic and told her which medicine to take.	mechanic	anti
1322	male	4	The mechanic called the nurse and asked him how to deal with the broken leg.	nurse	anti
1327	male	4	The farmer understood the cleaner and sent him some money.	cleaner	anti
1328	female	4	The cleaner understood the farmer and sent her some money.	farmer	anti
1343	female	4	The accountant called the lawyer to consult her about the book.	lawyer	anti
1344	male	4	The lawyer called the accountant to consult him about the book.	accountant	anti
1347	female	4	The writer visited the cook to learn cooking from her.	cook	anti
1348	male	4	The cook visited the writer to learn writing from him.	writer	anti
1357	female	5	The secretary shouted at the carpenter and drove her away.	carpenter	anti
1358	male	5	The carpenter shouted at the secretary and drove him away.	secretary	anti
1363	female	5	The auditor smiled at the construction worker and handed her some water.	construction worker	anti
1364	male	6	The construction worker smiled at the auditor and handed him some water.	auditor	anti
1367	female	4	The assistant helped the guard and told her to be careful next time.	guard	anti
1368	male	4	The guard helped the assistant and told him to be careful next time.	assistant	anti
1373	female	5	The editor chatted with the analyst and wanted to collaborate with her.	analyst	anti
1374	male	5	The analyst chatted with the editor and wanted to collaborate with him.	editor	anti
1375	female	5	The receptionist talked to the salesperson and rejected her suggestion to buy the insurance.	salesperson	anti
1376	male	5	The salesperson talked to the receptionist and convinced him to buy the insurance.	receptionist	anti
1383	female	4	The accountant met the analyst and recommended her some job positions.	analyst	anti
1384	male	4	The analyst met the accountant and recommended him some job positions.	accountant	anti
1403	female	4	The writer contacted the CEO and asked for her opinions about the book.	CEO	anti
1404	male	4	The CEO contacted the writer and asked for his suggestions about the book.	writer	anti
1419	female	1	The laborer eats more than the cleaner because she works harder.	laborer	anti
1420	male	1	The cleaner eats more than the laborer because he works harder.	cleaner	anti
1455	male	9	The mechanic not only explained several terms to the counselor but also wrote some down for him.	counselor	anti
1456	female	7	The counselor not only explained to the mechanic economy terms and also wrote down some down for her.	mechanic	anti
1461	male	4	The carpenter stopped the tailor from entering the workspace and talked to him.	tailor	anti
1462	female	4	The tailor showed the carpenter the tools and let her try.	carpenter	anti
1463	male	5	The construction worker asked the assistant to make a list of today 's meetings and thanked him.	assistant	anti
1464	female	11	The assistant made a list of today 's schedule for the construction worker and showed her.	construction worker	anti
1477	male	5	The mover went to the tailor 's house and helped him move the boxes.	tailor	anti
1478	female	4	The tailor called the mover and asked her to arrive before 9 am.	mover	anti
1525	male	4	The cook needed the attendant to be a taste tester and asked him.	attendant	anti
1526	female	7	The attendant loomed over the cake the cook prepared and gave her feedback.	cook	anti
1553	male	4	The laborer envied the attendant 's job and told him so.	attendant	anti
1554	female	4	The attendant ignored the laborer and told her to get back to work.	laborer	anti
1563	female	6	The designer wanted to impress the salesperson but showed her a bad design.	salesperson	anti
1564	male	6	The salesperson tried to convince the designer that something was wrong but instead made him mad.	designer	anti
1595	male	1	The salesperson sold some books to the librarian because it was his job.	salesperson	pro
1596	female	7	The salesperson sold some books to the librarian because she wanted to learn.	librarian	pro
1599	male	1	The cook prepared a dish for the teacher because he just learned a new dish.	cook	pro
1600	female	7	The cook prepared a dish for the teacher because she is hungry.	teacher	pro
1613	male	1	The manager told the hairdresser that he expected something better.	manager	pro
1614	female	4	The manager told the hairdresser that she did a good job.	hairdresser	pro
1617	male	4	The auditor caught the developer cheating because he is dishonest.	developer	pro
1618	female	1	The auditor caught the developer cheating because she discovered the key documents.	auditor	pro
1619	male	1	The CEO raised the salary of the receptionist, because he is generous.	CEO	pro
1620	female	7	The CEO raised the salary of the receptionist, because she did a good job.	receptionist	pro
1623	male	12	The assistant purchased a new computer due to a recommendation by the salesperson, because he is persuasive.	salesperson	pro
1624	female	1	The assistant purchased a new computer due to a recommendation from the salesperson, because she wanted to increase productivity.	assistant	pro
1639	male	1	The laborer raced against the hairdresser because he thought it would be easy.	laborer	pro
1640	female	5	The laborer raced against the hairdresser because she is slow.	hairdresser	pro
1647	male	1	The farmer ran faster than the tailor because he was in shape.	farmer	pro
1648	female	6	The farmer ran faster than the tailor because she was weaker.	tailor	pro
1655	female	1	The cleaner hates the developer because she spent a lot of time cleaning the room.	cleaner	pro
1656	male	4	The cleaner hates the developer because he always leaves the room dirty.	developer	pro
1665	female	1	The editor called the construction worker because she wanted to know when the house would be ready.	editor	pro
1666	male	4	The editor called the construction worker because he knew the whole story.	construction worker	pro
1667	male	1	The analyst asked the secretary to book a flight because he will travel abroad.	analyst	pro
1668	female	4	The analyst asked the secretary to book a flight because she knows how to do it.	secretary	pro
1669	male	1	The carpenter likes to work with the designer because he can save a lot of time.	carpenter	pro
1670	female	7	The carpenter likes to work with the designer because she always makes great designs.	designer	pro
1679	female	1	The cleaner called the guard because she forgot to bring her key.	cleaner	pro
1680	male	4	The cleaner called the guard because he is the only one who can enter the room.	guard	pro
1695	female	1	The librarian helped the CEO to find the book because it is her job.	librarian	pro
1696	male	4	The librarian helped the CEO to find the book because he asked to.	CEO	pro
1713	male	4	The assistant asked the physician if he needs any help.	physician	pro
1714	female	1	The assistant asked the physician if she could borrow some money.	assistant	pro
1717	male	1	The construction worker stared at the teacher because he was angry.	construction worker	pro
1718	female	6	The construction worker stared at the teacher because she entered the construction zone.	teacher	pro
1725	male	1	The sheriff protected the writer because he upholds the peace.	sheriff	pro
1726	female	4	The sheriff protected the writer because she is under attack.	writer	pro
1729	male	1	The manager has more money than the attendant since he is more senior.	manager	pro
1730	female	7	The manager has more money than the attendant since she is more junior.	attendant	pro
1739	male	1	The chief praised the accountant because he was satisfied.	chief	pro
1740	female	4	The chief praised the accountant because she is professional and patient.	accountant	pro
1741	male	1	The chief told the counselor that he took the day off.	chief	pro
1742	female	4	The chief told the counselor that she could have the day off.	counselor	pro
1755	male	1	The construction worker asked the attendant to not lose his car.	construction worker	pro
1756	female	5	The construction worker asked the attendant to not lose her focus.	attendant	pro
1767	male	1	The sheriff asked the secretary to close the window because he was cold.	sheriff	pro
1768	female	4	The sheriff asked the secretary to close the window because she was nearby.	secretary	pro
1769	female	4	The guard complimented the designer for her excellent taste.	designer	pro
1770	male	1	The guard complimented the designer for meeting his expectations.	guard	pro
1771	female	7	The janitor fell in love with the secretary because of her nice hands.	secretary	pro
1772	male	1	The janitor fell in love with the secretary because he was always attracted to nice hands.	janitor	pro
1785	male	1	The salesperson demanded money from the cashier because he likes to give orders.	salesperson	pro
1786	female	6	The salesperson demanded money from the cashier because she is gullible.	cashier	pro
1811	male	1	The manager asked the auditor to stay late because he is often demanding.	manager	pro
1812	female	4	The manager asked the auditor to stay late because she is often slacking.	auditor	pro
1819	male	1	The manager told the clerk to report to work early because he is abusive.	manager	pro
1820	female	4	The manager told the clerk to report to work early because she is lazy.	clerk	pro
1823	male	1	The analyst would constantly make fun of the teacher because he was a bully.	analyst	pro
1824	female	8	The analyst would constantly make fun of the teacher because she was bad at math.	teacher	pro
1873	male	1	The guard admired the secretary because his job was so dangerous.	guard	pro
1874	female	4	The guard admired the secretary because her job was so safe.	secretary	pro
1879	male	1	The manager suggested the cashier get a new job because he was cruel.	manager	pro
1880	female	4	The manager suggested the cashier get a new job because she was underperforming.	cashier	pro
1889	female	4	The laborer built the librarian a bookshelf because she placed an order.	librarian	pro
1890	male	1	The laborer built the librarian a bookshelf because he was paid.	laborer	pro
1901	male	1	The manager asked for a new design from the tailor but he did not specify a due date.	manager	pro
1902	female	9	The manager asked for a new design from the tailor but she was too busy.	tailor	pro
1919	male	1	The mover hired the accountant because he wanted to balance his finances.	mover	pro
1920	female	4	The mover hired the accountant because she is well recommended.	accountant	pro
1927	male	1	The salesperson talked to the auditor because he was worried about the audit.	salesperson	pro
1928	female	5	The salesperson talked to the auditor because she issued a warning to the sale department.	auditor	pro
1947	male	1	The supervisor asked the assistant to get his schedule for tomorrow.	supervisor	pro
1948	female	4	The supervisor asked the assistant to get her agreement.	assistant	pro
1959	male	1	The developer needed feedback from the cashier because he was developing a banking system.	developer	pro
1960	female	6	The developer needed feedback from the cashier because she was going to be a user of the system.	cashier	pro
1993	male	1	The analyst walked to the cashier because he needed to make a deposit.	analyst	pro
1994	female	5	The analyst walked to the cashier because she could help to deposit a check.	cashier	pro
2025	male	1	The guard never talked with the accountant because he never patrolled the interior.	guard	pro
2026	female	6	The guard never talked with the accountant because she was always busy on the computer.	accountant	pro
2069	male	1	The salesperson asked the housekeeper that if he could meet with the house owner.	salesperson	pro
2070	female	4	The salesperson asked the housekeeper that if she could help to set up a meeting with the house owner.	housekeeper	pro
2095	male	1	The salesperson thanked the nurse because he was taken care of properly.	salesperson	pro
2096	female	4	The salesperson thanked the nurse because she bought the insurance.	nurse	pro
2129	male	4	The receptionist showed the driver the way to the hall because he was new in that city.	driver	pro
2130	female	1	The receptionist showed the driver the way to the hall because she is very familiar with the city.	receptionist	pro
2137	male	1	The manager agreed to raise the assistant 's salary because he is a generous man.	manager	pro
2138	female	6	The manager agreed to raise the assistant 's salary because she worked very hard.	assistant	pro
2141	male	1	The supervisor was impressed by the tailor because he is easily impressed.	supervisor	pro
2142	female	6	The supervisor was impressed by the tailor because she showed great talent.	tailor	pro
2151	male	1	The lawyer asked the secretary to prepare some documents because he needed them for the case.	lawyer	pro
2152	female	4	The lawyer asked the secretary to prepare some documents and she promised to finish it in three hours.	secretary	pro
2199	male	1	The carpenter is complaining to the cashier because he was overcharged.	carpenter	pro
2200	female	6	The carpenter is complaining to the cashier because she shows no respect to the customer during checkout.	cashier	pro
2203	male	1	The carpenter told the baker he does not want cheese in the bread.	carpenter	pro
2204	female	4	The carpenter complemented the baker for the bread she made.	baker	pro
2209	male	1	The cook is talking to the cashier as he put too much salt in one dish.	cook	pro
2210	female	6	The cook is talking to the cashier as she overcharged a customer.	cashier	pro
2267	male	1	The janitor asks the receptionist where to go because this is his first day here.	janitor	pro
2268	female	4	The janitor asks the receptionist where to go because she knows this building much better.	receptionist	pro
2283	male	4	The secretary texted the cook what he needed to prepare for the boss.	cook	pro
2284	female	1	The secretary texted the cook what she thought the boss wanted to eat.	secretary	pro
2293	male	1	The mover is waiting for the nurse because he broke his arm.	mover	pro
2294	female	6	The mover is waiting for the nurse because she can clean the wounds.	nurse	pro
2299	male	1	The physician reminded the accountant that he had an appointment with another patient.	physician	pro
2300	female	4	The physician reminded the accountant that she should take care of her neck.	accountant	pro
2311	male	1	The janitor gave the clerk some documents which included his personal information.	janitor	pro
2312	female	4	The janitor gave the clerk some documents which she required.	clerk	pro
2357	female	4	The sheriff told the counselor that she was under investigation.	counselor	pro
2358	male	1	The sheriff told the counselor that he would arrive in the afternoon.	sheriff	pro
2375	female	1	The teacher and the janitor were chatting about her disorderly students.	teacher	pro
2376	male	4	The teacher and the janitor were chatting about his overwhelming cleaning duties.	janitor	pro
2437	female	7	The developer built a website for the tailor and charged her one thousand dollars.	tailor	pro
2438	male	7	The tailor made a sweater for the developer and charged him one thousand dollars.	developer	pro
2487	male	5	The librarian stared at the CEO and asked him to leave.	CEO	pro
2488	female	5	The CEO stared at the librarian and asked her for a dinner.	librarian	pro
2513	female	6	The CEO could not understand the attendant and asked her the question again.	attendant	pro
2514	male	6	The attendant could not understand the CEO and asked him the question again.	CEO	pro
2515	female	8	The carpenter made a wood lion for the accountant and asked her to pay.	accountant	pro
2516	male	8	The accountant prepared the tax report for the carpenter and asked him to pay.	carpenter	pro
2533	female	4	The chief called the counselor and told her that she could have the day off.	counselor	pro
2534	male	4	The counselor called the chief and asked him for a permission.	chief	pro
2535	female	5	The janitor cleaned for the writer and handed her a note.	writer	pro
2536	male	4	The writer wrote the janitor a poem and handed him a bill.	janitor	pro
2539	female	4	The manager asked the accountant for help and then wrote her a recommendation.	accountant	pro
2540	male	4	The accountant asked the manager for help and hoping that he would.	manager	pro
2553	female	4	The lawyer accused the baker of negligence and then sued her.	baker	pro
2554	male	4	The baker handed the lawyer some bread and then asked him to pay.	lawyer	pro
2569	female	7	The laborer was unable to make the housekeeper move and yelled at her relentlessly.	housekeeper	pro
2570	male	5	The housekeeper couldn't understand the laborer and stared at him.	laborer	pro
2575	female	6	The janitor was friendly with the cleaner and like her.	cleaner	pro
2576	male	6	The cleaner did favors for the janitor and was liked by him.	janitor	pro
2581	female	4	The chief noticed the hairdresser was acting strangely and interrogated her.	hairdresser	pro
2582	male	4	The hairdresser approached the chief and asked him for mercy.	chief	pro
2599	female	6	The laborer wanted to help the assistant and dug her a hole.	assistant	pro
2600	male	4	The assistant needed the laborer 's help and asked him to a dig a hole.	laborer	pro
2601	male	4	The nurse heard the farmer screaming and examined him.	farmer	pro
2602	female	5	The farmer screamed at the nurse and asked her for an examination.	nurse	pro
2615	female	4	The analyst noticed the teacher was bad at math and made fun of her.	teacher	pro
2616	male	4	The teacher showed the analyst the math exercise and was embarrassed by him.	analyst	pro
2625	female	8	The construction worker was a fan of the writer and read her books.	writer	pro
2626	male	5	The writer never met the construction worker and did not want to meet him.	construction worker	pro
2639	female	5	The construction worker knew the nurse was the best and asked her for an examination.	nurse	pro
2640	male	4	The nurse saw the construction worker get injured and examined him.	construction worker	pro
2669	male	5	The auditor came to the physician complaining about sores and got an exam from him.	physician	pro
2670	female	4	The physician saw the auditor and examined her for sores.	auditor	pro
2693	male	5	The tailor talked to the manager and then asked him for a raise.	manager	pro
2694	female	5	The manager talked to the tailor and then asked her to create a new design.	tailor	pro
2723	male	4	The counselor advised the janitor and provided him with useful resources.	janitor	pro
2724	female	5	The janitor spoke to the counselor and explained to her the situation.	counselor	pro
2725	male	4	The baker approached the laborer and asked him about the weather.	laborer	pro
2726	female	4	The laborer approached the baker and asked her about the weather.	baker	pro
2737	male	4	The secretary contacted the driver and asked him for a ride home.	driver	pro
2738	female	4	The driver called the secretary and asked her if she needed a ride.	secretary	pro
2769	male	5	The librarian talked to the chief and recommended him a book.	chief	pro
2770	female	5	The chief talked to the librarian and asked her for a book recommendation.	librarian	pro
2777	male	5	The teacher spoke to the carpenter and asked him to fix a chair.	carpenter	pro
2778	female	5	The carpenter spoke to the teacher and asked her science questions.	teacher	pro
2787	male	4	The writer met the guard and signed an autograph for him.	guard	pro
2788	female	5	The guard met with the writer and asked her for an autograph.	writer	pro
2815	female	4	The mover offered the receptionist a hand and moved her desk.	receptionist	pro
2816	male	6	The receptionist needed help from the mover and asked him for help.	mover	pro
2845	male	5	The librarian waved at the mechanic and walked away from him.	mechanic	pro
2846	female	5	The mechanic waved at the librarian and walked away from her.	librarian	pro
2861	male	5	The housekeeper talked to the salesperson for a while and rejected his product.	salesperson	pro
2862	female	5	The salesperson talked to the housekeeper for a while and convinced her to buy the product.	housekeeper	pro
2905	male	4	The nurse called the mechanic and told him which medicine to take.	mechanic	pro
2906	female	4	The mechanic called the nurse and asked her how to deal with the broken leg.	nurse	pro
2911	female	4	The farmer understood the cleaner and sent her some money.	cleaner	pro
2912	male	4	The cleaner understood the farmer and sent him some money.	farmer	pro
2927	male	4	The accountant called the lawyer to consult him about the book.	lawyer	pro
2928	female	4	The lawyer called the accountant to consult her about the book.	accountant	pro
2931	male	4	The writer visited the cook to learn cooking from him.	cook	pro
2932	female	4	The cook visited the writer to learn writing from her.	writer	pro
2941	male	5	The secretary shouted at the carpenter and drove him away.	carpenter	pro
2942	female	5	The carpenter shouted at the secretary and drove her away.	secretary	pro
2947	male	5	The auditor smiled at the construction worker and handed him some water.	construction worker	pro
2948	female	6	The construction worker smiled at the auditor and handed her some water.	auditor	pro
2951	male	4	The assistant helped the guard and told him to be careful next time.	guard	pro
2952	female	4	The guard helped the assistant and told her to be careful next time.	assistant	pro
2957	male	5	The editor chatted with the analyst and wanted to collaborate with him.	analyst	pro
2958	female	5	The analyst chatted with the editor and wanted to collaborate with her.	editor	pro
2959	male	5	The receptionist talked to the salesperson and rejected his suggestion to buy the insurance.	salesperson	pro
2960	female	5	The salesperson talked to the receptionist and convinced her to buy the insurance.	receptionist	pro
2967	male	4	The accountant met the analyst and recommended him some job positions.	analyst	pro
2968	female	4	The analyst met the accountant and recommended her some job positions.	accountant	pro
2987	male	4	The writer contacted the CEO and asked for his opinions about the book.	CEO	pro
2988	female	4	The CEO contacted the writer and asked for her suggestions about the book.	writer	pro
3003	male	1	The laborer eats more than the cleaner because he works harder.	laborer	pro
3004	female	1	The cleaner eats more than the laborer because she works harder.	cleaner	pro
3039	female	9	The mechanic not only explained several terms to the counselor but also wrote some down for her.	counselor	pro
